split,db_id,n_joins,n_tables_ref,tables,join_types,topology,hardness,tier,n_fk_join_conds,n_join_conds,has_subquery,has_group_by,has_aggregation,has_where,agg_funcs,sql_tokens,query
dev,student_transcripts_tracking,1,2,degree_programs|departments,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,25,"select t2.department_name ,  t1.department_id from degree_programs as t1 join departments as t2 on t1.department_id  =  t2.department_id group by t1.department_id order by count(*) desc limit 1"
dev,student_transcripts_tracking,0,1,Degree_Programs,,single,medium,simple,0,0,0,0,1,0,COUNT,5,SELECT count(DISTINCT department_id) FROM Degree_Programs
dev,student_transcripts_tracking,0,1,Degree_Programs,,single,medium,simple,0,0,0,0,1,0,COUNT,5,SELECT count(DISTINCT department_id) FROM Degree_Programs
dev,student_transcripts_tracking,0,1,Degree_Programs,,single,medium,simple,0,0,0,0,1,0,COUNT,5,SELECT count(DISTINCT degree_summary_name) FROM Degree_Programs
dev,student_transcripts_tracking,0,1,Degree_Programs,,single,medium,simple,0,0,0,0,1,0,COUNT,5,SELECT count(DISTINCT degree_summary_name) FROM Degree_Programs
dev,student_transcripts_tracking,1,2,Departments|Degree_Programs,INNER,binary,medium,moderate,1,1,0,0,1,1,COUNT,18,SELECT count(*) FROM Departments AS T1 JOIN Degree_Programs AS T2 ON T1.department_id  =  T2.department_id WHERE T1.department_name  =  'engineer'
dev,student_transcripts_tracking,1,2,Departments|Degree_Programs,INNER,binary,medium,moderate,1,1,0,0,1,1,COUNT,18,SELECT count(*) FROM Departments AS T1 JOIN Degree_Programs AS T2 ON T1.department_id  =  T2.department_id WHERE T1.department_name  =  'engineer'
dev,student_transcripts_tracking,0,1,Sections,,single,easy,simple,0,0,0,0,0,0,,6,"SELECT section_name ,  section_description FROM Sections"
dev,student_transcripts_tracking,0,1,Sections,,single,easy,simple,0,0,0,0,0,0,,6,"SELECT section_name ,  section_description FROM Sections"
dev,student_transcripts_tracking,1,2,Courses|Sections,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,"SELECT T1.course_name ,  T1.course_id FROM Courses AS T1 JOIN Sections AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_id HAVING count(*)  <=  2"
dev,student_transcripts_tracking,1,2,Courses|Sections,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,"SELECT T1.course_name ,  T1.course_id FROM Courses AS T1 JOIN Sections AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_id HAVING count(*)  <=  2"
dev,student_transcripts_tracking,0,1,Sections,,single,easy,simple,0,0,0,0,0,0,,8,SELECT section_name FROM Sections ORDER BY section_name DESC
dev,student_transcripts_tracking,0,1,Sections,,single,easy,simple,0,0,0,0,0,0,,8,SELECT section_name FROM Sections ORDER BY section_name DESC
dev,student_transcripts_tracking,1,2,Semesters|Student_Enrolment,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,25,"SELECT T1.semester_name ,  T1.semester_id FROM Semesters AS T1 JOIN Student_Enrolment AS T2 ON T1.semester_id  =  T2.semester_id GROUP BY T1.semester_id ORDER BY count(*) DESC LIMIT 1"
dev,student_transcripts_tracking,1,2,Semesters|Student_Enrolment,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,25,"SELECT T1.semester_name ,  T1.semester_id FROM Semesters AS T1 JOIN Student_Enrolment AS T2 ON T1.semester_id  =  T2.semester_id GROUP BY T1.semester_id ORDER BY count(*) DESC LIMIT 1"
dev,student_transcripts_tracking,0,1,Departments,,single,easy,simple,0,0,0,0,0,1,,8,SELECT department_description FROM Departments WHERE department_name LIKE '%computer%'
dev,student_transcripts_tracking,0,1,Departments,,single,easy,simple,0,0,0,0,0,1,,8,SELECT department_description FROM Departments WHERE department_name LIKE '%computer%'
dev,student_transcripts_tracking,1,2,Students|Student_Enrolment,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,27,"SELECT T1.first_name ,  T1.middle_name ,  T1.last_name ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  =  2"
dev,student_transcripts_tracking,1,2,Students|Student_Enrolment,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,27,"SELECT T1.first_name ,  T1.middle_name ,  T1.last_name ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  =  2"
dev,student_transcripts_tracking,2,3,Students|Student_Enrolment|Degree_Programs,INNER|INNER,chain,hard,complex,2,2,0,0,0,1,,31,"SELECT DISTINCT T1.first_name ,  T1.middle_name ,  T1.last_name FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id JOIN Degree_Programs AS T3 ON T2.degree_program_id  =  T3.degree_program_id WHERE T3.degree_summary_name  =  'Bachelor'"
dev,student_transcripts_tracking,2,3,Students|Student_Enrolment|Degree_Programs,INNER|INNER,chain,hard,complex,2,2,0,0,0,1,,31,"SELECT DISTINCT T1.first_name ,  T1.middle_name ,  T1.last_name FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id JOIN Degree_Programs AS T3 ON T2.degree_program_id  =  T3.degree_program_id WHERE T3.degree_summary_name  =  'Bachelor'"
dev,student_transcripts_tracking,1,2,Degree_Programs|Student_Enrolment,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,SELECT T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_summary_name ORDER BY count(*) DESC LIMIT 1
dev,student_transcripts_tracking,1,2,Degree_Programs|Student_Enrolment,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,SELECT T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_summary_name ORDER BY count(*) DESC LIMIT 1
dev,student_transcripts_tracking,1,2,Degree_Programs|Student_Enrolment,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,25,"SELECT T1.degree_program_id ,  T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_program_id ORDER BY count(*) DESC LIMIT 1"
dev,student_transcripts_tracking,1,2,Degree_Programs|Student_Enrolment,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,25,"SELECT T1.degree_program_id ,  T1.degree_summary_name FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id GROUP BY T1.degree_program_id ORDER BY count(*) DESC LIMIT 1"
dev,student_transcripts_tracking,1,2,Students|Student_Enrolment,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT|COUNT,33,"SELECT T1.student_id ,  T1.first_name ,  T1.middle_name ,  T1.last_name ,  count(*) ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1"
dev,student_transcripts_tracking,1,2,Students|Student_Enrolment,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT|COUNT,33,"SELECT T1.student_id ,  T1.first_name ,  T1.middle_name ,  T1.last_name ,  count(*) ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1"
dev,student_transcripts_tracking,0,2,Semesters|Student_Enrolment,,binary,hard,moderate,0,0,1,0,0,1,,13,SELECT semester_name FROM Semesters WHERE semester_id NOT IN( SELECT semester_id FROM Student_Enrolment )
dev,student_transcripts_tracking,0,2,Semesters|Student_Enrolment,,binary,hard,moderate,0,0,1,0,0,1,,13,SELECT semester_name FROM Semesters WHERE semester_id NOT IN( SELECT semester_id FROM Student_Enrolment )
dev,student_transcripts_tracking,1,2,Courses|Student_Enrolment_Courses,INNER,binary,medium,moderate,1,1,0,0,0,0,,15,SELECT DISTINCT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id
dev,student_transcripts_tracking,1,2,Courses|Student_Enrolment_Courses,INNER,binary,medium,moderate,1,1,0,0,0,0,,15,SELECT DISTINCT T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id
dev,student_transcripts_tracking,1,2,Courses|Student_Enrolment_Courses,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,SELECT  T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_name ORDER BY count(*) DESC LIMIT 1
dev,student_transcripts_tracking,1,2,Courses|Student_Enrolment_Courses,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,SELECT  T1.course_name FROM Courses AS T1 JOIN Student_Enrolment_Courses AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_name ORDER BY count(*) DESC LIMIT 1
dev,student_transcripts_tracking,2,3,Students|Addresses|Student_Enrolment,INNER|INNER,chain,extra hard,extra,2,2,1,0,0,1,,34,SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id  =  T2.address_id WHERE T2.state_province_county  =  'NorthCarolina' EXCEPT SELECT DISTINCT T3.last_name FROM Students AS T3 JOIN Student_Enrolment AS T4 ON T3.student_id  =  T4.student_id
dev,student_transcripts_tracking,2,3,Students|Addresses|Student_Enrolment,INNER|INNER,chain,extra hard,extra,2,2,1,0,0,1,,34,SELECT T1.last_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.current_address_id  =  T2.address_id WHERE T2.state_province_county  =  'NorthCarolina' EXCEPT SELECT DISTINCT T3.last_name FROM Students AS T3 JOIN Student_Enrolment AS T4 ON T3.student_id  =  T4.student_id
dev,student_transcripts_tracking,1,2,Transcript_Contents|Transcripts,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2"
dev,student_transcripts_tracking,1,2,Transcript_Contents|Transcripts,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id HAVING count(*)  >=  2"
dev,student_transcripts_tracking,0,1,Students,,single,easy,simple,0,0,0,0,0,1,,12,SELECT cell_mobile_number FROM Students WHERE first_name  =  'Timmothy' AND last_name  =  'Ward'
dev,student_transcripts_tracking,0,1,students,,single,easy,simple,0,0,0,0,0,1,,12,select cell_mobile_number from students where first_name  =  'timmothy' and last_name  =  'ward'
dev,student_transcripts_tracking,0,1,Students,,single,easy,simple,0,0,0,0,0,0,,14,"SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1"
dev,student_transcripts_tracking,0,1,Students,,single,easy,simple,0,0,0,0,0,0,,14,"SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1"
dev,student_transcripts_tracking,0,1,Students,,single,easy,simple,0,0,0,0,0,0,,14,"SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_left ASC LIMIT 1"
dev,student_transcripts_tracking,0,1,Students,,single,easy,simple,0,0,0,0,0,0,,14,"SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_left ASC LIMIT 1"
dev,student_transcripts_tracking,0,1,Students,,single,easy,simple,0,0,0,0,0,1,,8,SELECT first_name FROM Students WHERE current_address_id != permanent_address_id
dev,student_transcripts_tracking,0,1,Students,,single,easy,simple,0,0,0,0,0,1,,8,SELECT first_name FROM Students WHERE current_address_id != permanent_address_id
dev,student_transcripts_tracking,1,2,Addresses|Students,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,27,"SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1"
dev,student_transcripts_tracking,1,2,Addresses|Students,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,27,"SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1"
dev,student_transcripts_tracking,0,1,Transcripts,,single,medium,simple,0,0,0,0,1,0,AVG,4,SELECT avg(transcript_date) FROM Transcripts
dev,student_transcripts_tracking,0,1,Transcripts,,single,medium,simple,0,0,0,0,1,0,AVG,4,SELECT avg(transcript_date) FROM Transcripts
dev,student_transcripts_tracking,0,1,Transcripts,,single,easy,simple,0,0,0,0,0,0,,12,"SELECT transcript_date ,  other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1"
dev,student_transcripts_tracking,0,1,Transcripts,,single,easy,simple,0,0,0,0,0,0,,12,"SELECT transcript_date ,  other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1"
dev,student_transcripts_tracking,0,1,Transcripts,,single,medium,simple,0,0,0,0,1,0,COUNT,4,SELECT count(*) FROM Transcripts
dev,student_transcripts_tracking,0,1,Transcripts,,single,medium,simple,0,0,0,0,1,0,COUNT,4,SELECT count(*) FROM Transcripts
dev,student_transcripts_tracking,0,1,Transcripts,,single,easy,simple,0,0,0,0,0,0,,10,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1
dev,student_transcripts_tracking,0,1,Transcripts,,single,easy,simple,0,0,0,0,0,0,,10,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1
dev,student_transcripts_tracking,0,1,Transcript_Contents,,single,medium,moderate,0,0,0,1,1,0,COUNT|COUNT,15,"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1"
dev,student_transcripts_tracking,0,1,Transcript_Contents,,single,medium,moderate,0,0,0,1,1,0,COUNT|COUNT,15,"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1"
dev,student_transcripts_tracking,1,2,Transcript_Contents|Transcripts,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,25,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1"
dev,student_transcripts_tracking,1,2,Transcript_Contents|Transcripts,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,25,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1"
dev,student_transcripts_tracking,2,2,Degree_Programs|Student_Enrolment,INNER|INNER,binary,extra hard,extra,2,2,1,0,0,1,,39,SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor'
dev,student_transcripts_tracking,2,2,Degree_Programs|Student_Enrolment,INNER|INNER,binary,extra hard,extra,2,2,1,0,0,1,,39,SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor'
dev,student_transcripts_tracking,0,1,Students,,single,medium,simple,0,0,0,0,1,0,COUNT,5,SELECT count(DISTINCT current_address_id) FROM Students
dev,student_transcripts_tracking,0,1,Students,,single,medium,simple,0,0,0,0,1,0,COUNT,5,SELECT count(DISTINCT current_address_id) FROM Students
dev,student_transcripts_tracking,0,1,Students,,single,easy,simple,0,0,0,0,0,0,,8,SELECT other_student_details FROM Students ORDER BY other_student_details DESC
dev,student_transcripts_tracking,0,1,Students,,single,easy,simple,0,0,0,0,0,0,,8,SELECT other_student_details FROM Students ORDER BY other_student_details DESC
dev,student_transcripts_tracking,0,1,Sections,,single,easy,simple,0,0,0,0,0,1,,8,SELECT section_description FROM Sections WHERE section_name  =  'h'
dev,student_transcripts_tracking,0,1,Sections,,single,easy,simple,0,0,0,0,0,1,,8,SELECT section_description FROM Sections WHERE section_name  =  'h'
dev,student_transcripts_tracking,1,2,students|addresses,INNER,binary,medium,moderate,1,1,0,0,0,1,,22,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582'
dev,student_transcripts_tracking,1,2,students|addresses,INNER,binary,medium,moderate,1,1,0,0,0,1,,22,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582'
dev,tvshow,0,1,Cartoon,,single,easy,simple,0,0,0,0,0,0,,7,SELECT Title FROM Cartoon ORDER BY title
dev,tvshow,0,1,Cartoon,,single,easy,simple,0,0,0,0,0,0,,7,SELECT Title FROM Cartoon ORDER BY title
dev,tvshow,0,1,Cartoon,,single,easy,simple,0,0,0,0,0,1,,9,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";"
dev,tvshow,0,1,Cartoon,,single,easy,simple,0,0,0,0,0,1,,9,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";"
dev,tvshow,0,1,Cartoon,,single,medium,simple,0,0,0,0,1,1,COUNT,9,"SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";"
dev,tvshow,0,1,Cartoon,,single,medium,simple,0,0,0,0,1,1,COUNT,9,"SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";"
dev,tvshow,0,1,Cartoon,,single,easy,simple,0,0,0,0,0,0,,9,"SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date"
dev,tvshow,0,1,Cartoon,,single,easy,simple,0,0,0,0,0,0,,9,"SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date"
dev,tvshow,0,1,Cartoon,,single,easy,simple,0,0,0,0,0,1,,14,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";"
dev,tvshow,0,1,Cartoon,,single,easy,simple,0,0,0,0,0,1,,14,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";"
dev,tvshow,0,1,TV_Channel,,single,medium,moderate,0,0,0,1,1,0,COUNT|COUNT,15,"SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;"
dev,tvshow,0,1,TV_Channel,,single,medium,moderate,0,0,0,1,1,0,COUNT|COUNT,15,"SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;"
dev,tvshow,0,1,TV_Channel,,single,medium,simple,0,0,0,0,1,0,COUNT|COUNT,8,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;"
dev,tvshow,0,1,TV_Channel,,single,medium,simple,0,0,0,0,1,0,COUNT|COUNT,8,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;"
dev,tvshow,0,1,TV_Channel,,single,easy,simple,0,0,0,0,0,1,,9,"SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";"
dev,tvshow,0,1,TV_Channel,,single,easy,simple,0,0,0,0,0,1,,9,"SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";"
dev,tvshow,0,1,TV_Channel,,single,easy,simple,0,0,0,0,0,1,,9,"SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";"
dev,tvshow,0,1,TV_Channel,,single,easy,simple,0,0,0,0,0,1,,9,"SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";"
dev,tvshow,0,1,TV_Channel,,single,medium,simple,0,0,0,0,1,1,COUNT,8,"SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";"
dev,tvshow,0,1,TV_Channel,,single,medium,simple,0,0,0,0,1,1,COUNT,8,"SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";"
dev,tvshow,0,1,TV_Channel,,single,medium,moderate,0,0,0,1,1,0,COUNT|COUNT,15,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;"
dev,tvshow,0,1,TV_Channel,,single,medium,moderate,0,0,0,1,1,0,COUNT|COUNT,15,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;"
dev,tvshow,0,1,TV_Channel,,single,medium,moderate,0,0,0,1,1,0,COUNT,9,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE"
dev,tvshow,0,1,TV_Channel,,single,medium,moderate,0,0,0,1,1,0,COUNT,9,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE"
dev,tvshow,1,2,TV_Channel|Cartoon,INNER,binary,medium,moderate,1,1,0,0,0,1,,23,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";"
dev,tvshow,1,2,TV_Channel|Cartoon,INNER,binary,medium,moderate,1,1,0,0,0,1,,23,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";"
dev,tvshow,1,2,TV_Channel|Cartoon,INNER,binary,medium,moderate,1,1,0,0,0,1,,19,"SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";"
dev,tvshow,1,2,TV_Channel|Cartoon,INNER,binary,medium,moderate,1,1,0,0,0,1,,19,"SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";"
dev,tvshow,0,1,TV_series,,single,easy,simple,0,0,0,0,0,0,,7,SELECT Episode FROM TV_series ORDER BY rating
dev,tvshow,0,1,TV_series,,single,easy,simple,0,0,0,0,0,0,,7,SELECT Episode FROM TV_series ORDER BY rating
dev,tvshow,0,1,TV_series,,single,easy,simple,0,0,0,0,0,0,,12,"SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;"
dev,tvshow,0,1,TV_series,,single,easy,simple,0,0,0,0,0,0,,12,"SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;"
dev,tvshow,0,1,TV_series,,single,medium,simple,0,0,0,0,1,0,MAX|MIN,6,"SELECT max(SHARE) , min(SHARE) FROM TV_series;"
dev,tvshow,0,1,TV_series,,single,medium,simple,0,0,0,0,1,0,MAX|MIN,6,"SELECT max(SHARE) , min(SHARE) FROM TV_series;"
dev,tvshow,0,1,TV_series,,single,easy,simple,0,0,0,0,0,1,,12,"SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";"
dev,tvshow,0,1,TV_series,,single,easy,simple,0,0,0,0,0,1,,12,"SELECT Air_Date FROM TV_series WHERE Episode = ""A Love of a Lifetime"";"
dev,tvshow,0,1,TV_series,,single,easy,simple,0,0,0,0,0,1,,12,"SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";"
dev,tvshow,0,1,TV_series,,single,easy,simple,0,0,0,0,0,1,,12,"SELECT Weekly_Rank FROM TV_series WHERE Episode = ""A Love of a Lifetime"";"
dev,tvshow,1,2,TV_Channel|TV_series,INNER,binary,medium,moderate,1,1,0,0,0,1,,22,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = ""A Love of a Lifetime"";"
dev,tvshow,1,2,TV_Channel|TV_series,INNER,binary,medium,moderate,1,1,0,0,0,1,,22,"SELECT T1.series_name FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.Episode = ""A Love of a Lifetime"";"
dev,tvshow,1,2,TV_Channel|TV_series,INNER,binary,medium,moderate,1,1,0,0,0,1,,19,"SELECT T2.Episode FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";"
dev,tvshow,1,2,TV_Channel|TV_series,INNER,binary,medium,moderate,1,1,0,0,0,1,,19,"SELECT T2.Episode FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";"
dev,tvshow,0,1,cartoon,,single,medium,moderate,0,0,0,1,1,0,COUNT,9,"SELECT count(*) ,  Directed_by FROM cartoon GROUP BY Directed_by"
dev,tvshow,0,1,cartoon,,single,medium,moderate,0,0,0,1,1,0,COUNT,9,"SELECT count(*) ,  Directed_by FROM cartoon GROUP BY Directed_by"
dev,tvshow,0,1,cartoon,,single,easy,simple,0,0,0,0,0,0,,12,"select production_code ,  channel from cartoon order by original_air_date desc limit 1"
dev,tvshow,0,1,cartoon,,single,easy,simple,0,0,0,0,0,0,,12,"select production_code ,  channel from cartoon order by original_air_date desc limit 1"
dev,tvshow,0,1,TV_Channel,,single,easy,simple,0,0,0,0,0,1,,10,"SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes"""
dev,tvshow,0,1,TV_Channel,,single,easy,simple,0,0,0,0,0,1,,10,"SELECT package_option ,  series_name FROM TV_Channel WHERE hight_definition_TV  =  ""yes"""
dev,tvshow,1,2,TV_Channel|cartoon,INNER,binary,medium,moderate,1,1,0,0,0,1,,19,SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey'
dev,tvshow,1,2,TV_Channel|cartoon,INNER,binary,medium,moderate,1,1,0,0,0,1,,19,SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey'
dev,tvshow,1,2,TV_Channel|cartoon,INNER,binary,extra hard,complex,1,1,1,0,0,1,,24,SELECT country FROM TV_Channel EXCEPT SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey'
dev,tvshow,1,2,TV_Channel|cartoon,INNER,binary,extra hard,complex,1,1,1,0,0,1,,24,SELECT country FROM TV_Channel EXCEPT SELECT T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.written_by  =  'Todd Casey'
